20160907 000600;4822.5;4822.5;4822.5;4822.5;1
20160907 000800;4822.75;4822.75;4822.75;4822.75;1
20160907 001100;4823.75;4824;4823.75;4824;15
20160907 001200;4824;4824;4824;4824;1
20160907 001300;4823.75;4823.75;4823.75;4823.75;3
20160907 001400;4823.5;4823.5;4823.5;4823.5;1
20160907 001600;4823.75;4823.75;4823.75;4823.75;1
20160907 002200;4823.5;4823.5;4823.5;4823.5;1
20160907 002600;4823.75;4824.5;4823.5;4823.5;17
20160907 002800;4823.25;4823.25;4823.25;4823.25;1
20160907 003000;4823.75;4823.75;4823.75;4823.75;1
20160907 004800;4823.5;4823.5;4823.25;4823.25;3
20160907 005100;4824;4824;4824;4824;1
20160907 011600;4824.25;4824.25;4824.25;4824.25;1
20160907 012000;4822.75;4822.75;4822.75;4822.75;1
20160907 012400;4822.5;4822.5;4822.5;4822.5;1
20160907 012500;4823;4823;4823;4823;1
20160907 013100;4823.5;4823.5;4823.5;4823.5;1
20160907 013600;4824;4824;4824;4824;1
20160907 013900;4824;4824;4824;4824;1
20160907 014400;4823.75;4824;4823.5;4823.5;6
20160907 014800;4824;4824;4824;4824;1
20160907 015800;4824;4824;4824;4824;1
20160907 020100;4824;4824;4824;4824;1
20160907 020800;4824.5;4824.5;4824.5;4824.5;1
20160907 021100;4824.75;4824.75;4824.75;4824.75;1
20160907 021200;4824.75;4824.75;4824.75;4824.75;1
20160907 021400;4824.75;4825;4824.75;4825;6
20160907 022700;4824.5;4824.5;4824.5;4824.5;1
20160907 022900;4824.5;4824.5;4824.5;4824.5;1
20160907 023700;4824.25;4824.5;4824.25;4824.5;2
20160907 030100;4825.5;4825.5;4825.5;4825.5;1
20160907 030300;4825.5;4825.5;4825.5;4825.5;1
20160907 032800;4824.5;4824.5;4824.5;4824.5;4
20160907 032900;4824.25;4824.25;4824.25;4824.25;1
20160907 033000;4824.75;4825;4824.75;4825;2
20160907 033300;4825;4825;4825;4825;1
20160907 035500;4823.75;4824.25;4823.75;4824.25;8
20160907 035600;4824.5;4824.5;4824.25;4824.25;2
20160907 035700;4824;4824;4823.75;4823.75;6
20160907 035800;4824;4824;4823.75;4823.75;3
20160907 040400;4823.75;4823.75;4823.75;4823.75;1
20160907 041600;4823.75;4824;4823.75;4824;7
20160907 042800;4824;4824;4824;4824;1
20160907 042900;4824;4824;4824;4824;1
20160907 043000;4823.75;4823.75;4823.75;4823.75;3
20160907 043800;4823.75;4824;4823.75;4824;7
20160907 044100;4824;4824.25;4824;4824;4
20160907 044300;4824;4824.25;4824;4824.25;7
20160907 044600;4824.25;4824.25;4824.25;4824.25;2
20160907 045800;4824.5;4824.75;4824.5;4824.75;10
20160907 050100;4824.5;4824.5;4824.5;4824.5;2
20160907 050800;4824.5;4824.5;4824.5;4824.5;1
20160907 051200;4824.5;4824.5;4824.5;4824.5;2
20160907 051600;4824.5;4825;4824.5;4825;8
